id	APOA5	APOC3	CPT1A	MMP1	NR1H3	CYP27A1	APOA2	SCD	SORBS1	PLTP
TCGA-BH-A0HK	0	0	23.67186196	4.606647192	19.19435159	14.01968292	0	41.19285746	12.07578436	14.44221828
TCGA-E9-A1R4	0.010056312	0.022504772	24.1439622	10.87236357	8.684766592	16.67977016	0.041246841	98.36159912	9.131196128	33.2335339
TCGA-AN-A0FD	0	0	6.575310881	2.852467938	4.21743197	4.676555146	0.02079166	74.88783923	4.825311984	27.72851329
TCGA-AC-A3EH	0.016748273	0	15.41082491	40.10312004	4.844019652	11.87665938	0	35.3667967	3.04060809	29.17529453
TCGA-E9-A1RF	0	0	10.82767076	71.53413401	6.330008163	10.10370659	0.015144112	186.3283261	2.429951736	26.75251134
TCGA-AN-A0FS	0.006194916	0	15.83880855	1.895323573	5.334122049	26.14057302	0	53.90047687	5.698263504	29.7474166
TCGA-AN-A0FK	0.05248051	0	27.92236536	0.671164454	3.683418645	14.08717287	0	44.47715408	2.663559307	63.67542294
TCGA-AN-A0FT	0.099691313	0.074365575	7.617221126	3.040230811	2.937308978	6.913941788	0	181.6746357	2.433102912	24.10269946
TCGA-B6-A400	0.02801193	0	6.9998549	7.047680732	5.176617647	33.07637993	0.043085016	38.69551924	9.069597017	22.9828295
TCGA-E9-A249	0.013151481	0.029431374	7.764682272	0.45282484	7.464096314	17.54993895	0	44.28952431	7.188771468	5.712385228
TCGA-AN-A0FN	0.021868539	0	13.77416857	17.62657565	4.46593881	17.79263373	0.014949287	26.63383371	6.424366058	37.93906731
TCGA-A2-A4RW	0	0.069524999	25.3444937	1.146103722	4.828114683	28.93365677	0	22.88984161	6.761577628	46.40639071
TCGA-AN-A0AK	0.185561676	0	33.15044506	2.58787893	4.746006975	4.070537662	0	447.2408766	0.545519426	18.23192762
TCGA-BH-A18T	0.022111084	0	15.83071458	13.68195737	6.172928913	46.30849732	0.01511509	100.5510673	1.767811745	20.41099342
TCGA-AN-A0AL	0	0	14.89110525	38.57519605	3.447717213	43.14698443	0	32.31623484	1.42770605	25.10392016
TCGA-AN-A0FL	0	0	10.67445067	0.761372322	4.226118467	27.45126895	0.080364529	43.53493931	4.239806429	389.996273
TCGA-EW-A1P8	0.00885695	0	9.807318611	4.495949518	8.951580136	10.15040283	0.036327552	45.99466504	2.651107143	62.93748453
TCGA-AN-A0FJ	0	0	11.01417286	24.55838596	4.26400188	39.29736254	0.030803724	63.98991026	12.25833884	23.17534697
TCGA-A1-A0SM	0.020977543	0	32.127255	3.549527981	2.164412213	4.324847753	0.014340204	431.8862172	1.619565559	16.18072735
TCGA-A8-A07S	0	0	10.63837178	2.255674619	8.015356417	7.618117232	0.017287889	22.97912531	5.032942489	12.94234239
TCGA-E2-A56Z	0.021383504	0	5.804297396	12.34822483	3.65684814	17.81014376	0	9.135310647	1.306170622	6.499146309
TCGA-A2-A0T2	0	0	4.369215652	4.13752126	4.339753038	31.45701837	0	60.81529752	1.174948424	21.59651113
TCGA-A1-A0SB	0	0	11.01193581	0.030555484	2.885997937	18.18138369	0	8.546797801	9.938727331	75.54491703
TCGA-A7-A6VY	0	0	4.487815553	186.3365339	8.208078442	11.89917229	0.172536017	56.12668718	2.747331876	76.97387836
TCGA-E2-A1LK	0.09842397	0	10.11526834	1.32788852	5.692733714	61.66051235	0.201847252	81.31617188	1.909144033	82.97065936
TCGA-OL-A97C	0.015319706	0	7.471013428	2.682612726	2.934245852	12.86913853	0.031417556	109.9433989	2.991187116	149.1723728
TCGA-A8-A09R	0.014038968	0	13.39032663	56.7007461	3.889360776	16.82798284	0.028791026	156.3721971	4.214788989	21.31309203
TCGA-A8-A07R	0.006934569	0	14.42180251	6.453542692	2.522999231	46.03476411	0	20.93326412	8.793425099	14.90423195
TCGA-A8-A079	0	0	19.50012529	7.795946998	5.909307093	7.402240138	0	84.65089206	4.961489605	20.96614877
TCGA-E2-A15K	0.010228079	0	11.81470688	12.32587322	7.495022354	21.38359007	0	34.30591447	7.467838004	18.17603247
TCGA-A7-A6VW	0	0	2.973991293	26.48776144	11.3617835	18.99918447	0	72.49940693	1.750917265	12.63844818
TCGA-BH-AB28	0	0	12.09749778	4.709814046	10.49232819	11.89798157	0.021721997	45.19678272	6.196702002	23.17701144
TCGA-E9-A2JT	0	0	21.76047352	0.146460998	7.383469528	11.53435599	0	86.0216973	10.99415259	25.06595547
TCGA-BH-A0E6	0	0	2.022437912	13.22699956	5.558409176	7.510244908	0.708576416	55.82120608	3.190067483	34.58890262
TCGA-BH-A6R8	0.295174927	1.068560505	11.43790479	1.3579545	6.695841037	22.54422008	0	542.760632	3.071385289	20.46011804
TCGA-BH-A8FY	0.331621812	20.6608507	10.52179383	0.169642232	9.278001364	30.06800182	26.06096856	5.753224062	2.254944947	11.02754109
TCGA-C8-A278	0.015309726	0	8.277389305	392.3325623	4.902496447	17.36152175	0	356.1093875	3.824305577	26.45334466
TCGA-E9-A1NI	0	0.026904137	14.18522979	10.26574463	4.106747656	6.326575908	0	546.8656209	2.545466076	19.20034224
TCGA-PL-A8LZ	0.01127303	0.9838778	8.089928341	37.81661038	8.969228751	12.93397128	2.959188343	6.983585495	6.001449149	30.12686066
TCGA-AN-A0AJ	0.021158202	0	19.87666257	13.37679515	9.317170293	14.93283891	0	183.1798587	0.990467466	30.92423155
TCGA-A8-A07O	0	0	12.16033648	138.4675128	9.894546883	44.73114695	0.138172966	126.5383873	6.482207364	45.5593952
TCGA-D8-A27R	0.0134069	0.165016334	41.87092448	1.140859121	11.55831815	5.321941474	0	149.3222573	1.538204759	114.1607335
TCGA-A7-A6VV	0.008639781	0	6.363445279	61.31495391	6.674656614	29.27796071	0.053155223	61.10803489	3.783974813	18.72074221
TCGA-A7-A3J0	0.006297554	0	21.63933578	0.284981903	6.421379548	23.15325829	0.038744952	72.83873862	1.359332193	8.727220289
TCGA-A7-A6VX	0	0	15.27624727	4.774446333	5.728335321	21.72986512	0	157.8288924	5.454420517	23.97307706
TCGA-C8-A1HL	0.036493208	0	31.51421141	12.33777935	5.715530325	17.86865521	0.074840039	175.626905	4.7807283	15.243246
TCGA-BH-A42T	0.030734343	0	16.32656518	0.196528182	5.111420239	19.98251057	0	6.573386414	3.073401627	12.26541587
TCGA-EW-A1PE	0.091662151	0.051282116	9.32402343	113.7835785	12.09943431	11.89039092	0.046995039	103.2762006	7.0521228	16.01521036
TCGA-A7-A3IZ	0.068348834	0	16.10857338	1.025388633	3.112065791	4.096358923	0	7.729100137	4.923328726	11.3967242
TCGA-AR-A5QQ	0	0	8.343507002	903.7632791	7.897069396	6.510895764	0	72.42339742	0.614036011	36.01912553
TCGA-A2-A25F	0	0	17.13532093	419.8132238	19.39737647	35.64282921	0.037528567	50.19176427	12.3481613	151.3533326
TCGA-LD-A9QF	0	0	18.42159038	0.734887303	20.09749732	58.29541099	0.022202714	182.354139	1.514613392	77.56821011
TCGA-A7-A5ZW	0	0	6.609185863	7.376904777	4.648146145	20.52706002	0	38.65832736	3.577480292	24.72860124
TCGA-BH-A0GZ	0	0.02288693	4.908979753	1.478960376	3.493546195	19.08920328	0	32.30281423	2.143404662	12.95598383
TCGA-C8-A1HF	0.006940593	0	27.31356275	119.5556967	5.804081286	12.47237836	0	67.92914797	2.746369389	29.53791855
TCGA-A8-A07P	0.032079318	0.107684268	8.421084742	3.084817203	4.587639647	4.595515494	0	33.32839483	2.228145668	11.94583416
TCGA-E2-A15M	0.005043462	0	49.61556648	13.48545962	6.503215486	12.95257416	0.0103431	57.00843892	16.86526611	27.67634017
TCGA-A7-A5ZX	0	0	7.899030369	0.172313482	8.233038507	18.7698724	0	12.17375831	6.127559362	31.92065677
TCGA-E2-A1IU	0.076337266	0	6.715400343	0.590049978	9.786311929	23.90474745	0	129.9485087	8.185010427	8.217592747
TCGA-E9-A1R6	0	0	21.94265146	5.756906392	3.58316053	17.43242938	0	207.4688501	2.028726854	12.03808988
TCGA-C8-A1HI	0.024294076	0	10.93498204	0.304718008	2.162984729	15.01397121	0.024911069	145.8709738	2.99076156	11.78900882
TCGA-A7-A3IY	0.00859776	0.038481427	12.76905198	4.871865895	5.800432106	30.97329187	0.017632231	39.37834164	1.911277418	26.63632602
TCGA-C8-A1HG	0.018302161	0	20.1525614	10.42481818	4.178416132	5.624242514	0.037533956	466.1717362	2.271968289	30.97481982
TCGA-4H-AAAK	0	0	6.959280391	0.832362982	3.888675723	14.83502852	0.043379764	57.0450974	2.688340479	29.91052645
TCGA-AC-A62V	0	0	26.3107374	1.995461266	7.294994778	7.858115119	0	253.3686992	1.185926499	16.30134241
TCGA-AO-A1KS	0	0.017210785	31.58218564	1.134863412	2.291741455	4.257012282	0	342.3318658	3.255331065	13.70795308
TCGA-JL-A3YX	0	0	14.97025984	2.399741352	6.799616045	7.735039616	0	150.5868513	2.11398678	17.8253735
TCGA-C8-A12N	0	0.144933573	6.489340411	2.120696626	5.023505158	2.716902367	0	101.7703053	3.543312291	18.6077694
TCGA-C8-A12P	0.027063261	0	41.95621736	5.502222049	3.559824859	15.07992503	0	279.634575	2.391592838	16.08616397
TCGA-C8-A12M	0	0	7.635739485	0.371655379	0.97987587	6.127932295	0	30.88221458	3.216753622	6.300638582
TCGA-JL-A3YW	0.015151972	0	7.789537694	154.7823329	13.99559886	20.30316007	0.046610352	120.7658407	2.670735705	61.6990093
TCGA-C8-A12L	0.096743496	0	30.84927729	116.8046305	2.791859801	8.309095557	0.158720758	125.1546075	3.469385061	9.835604027
TCGA-A8-A09B	0.050035038	0.354578556	13.39186084	0.360963433	4.987796819	5.406971077	0	89.39059123	6.314251638	11.92541127
TCGA-A8-A097	0.012293942	0	28.05548454	20.72953266	2.601743029	7.048657046	0.025212337	94.21177406	3.970576113	24.43044244
TCGA-BH-A1EV	0.235352215	0	23.35436458	5.385198503	3.007434064	7.611220681	0.017876253	44.34979327	3.339888455	14.78558174
TCGA-A8-A08I	0	0	11.83013896	0.154542485	14.72654989	40.42305735	0.021477862	339.5740428	1.21284211	24.81758094
TCGA-A8-A0A1	0	0	17.81366593	1.316944715	9.592064686	43.56973322	0.105591416	60.6202938	17.98489525	25.29939783
TCGA-A8-A07J	0	0	7.288981295	0.421155667	10.01225588	51.68048733	0	59.66408747	17.63801024	45.72986241
TCGA-C8-A1HK	0	0	9.205437681	4.620396994	2.472988269	8.029872857	0	217.400613	1.301823561	20.14474523
TCGA-D8-A1JF	0.613382476	0	34.37245722	23.96805835	4.4919224	4.940583484	0.013526031	778.2825287	5.170021877	12.31930786
TCGA-A7-A5ZV	0	0	5.903568192	1.681501374	8.574309236	29.91814468	0.029211267	194.1077269	3.3016373	12.96038746
TCGA-D8-A73X	0.008989007	0.020116277	8.488774614	1.742069564	7.759184754	27.12676206	0	94.58248627	5.057621314	18.44221616
TCGA-C8-A130	0	0	18.25027324	4.124948527	3.837601814	10.50163911	0	140.8387487	3.305479661	15.00815459
TCGA-D8-A1JS	0	0.017898077	7.628277694	0.76318491	8.599566063	43.97913347	0	43.72416789	0.737809725	7.881014298
TCGA-D8-A27W	0	0	39.10352669	3.9406073	2.766236057	9.259391192	0.012062865	559.0004027	1.822809378	24.9297546
TCGA-E9-A295	0.045898269	0.077035952	25.82487627	3.781539778	3.311373325	23.37829814	0	51.0944808	4.012201951	21.15251821
TCGA-C8-A1HM	0	0	12.18623119	47.44836179	7.113415157	42.71139248	0.024833923	194.7953808	1.210386916	31.30921475
TCGA-E9-A54X	0.025604444	0	7.959078193	0.075565604	4.718029823	0.55726361	0	234.6883708	0.628351385	5.643679056
TCGA-C8-A1HO	0.007575105	0	16.02673741	0.268274085	2.176336276	17.61371205	0	256.1896319	1.742289624	8.406220459
TCGA-C8-A1HE	0	0	9.936555457	1.300627277	7.485156104	5.431314724	0.02738748	77.11256185	3.855023932	7.246931041
TCGA-AN-A0XO	0.006627222	0	10.52917316	1.760284411	3.306514579	7.216158536	0	160.8247071	4.950331006	9.467131669
TCGA-LL-A7T0	0	0	38.60128376	8.631051057	5.688895809	13.86676861	0.02395842	133.6654616	0.740808772	36.21087415
TCGA-C8-A26X	0.069330793	0	6.066878119	27.622866	6.402476185	21.02861617	0.020311879	235.6812989	2.061583392	38.32146442
TCGA-D8-A1XC	0.010810135	0	15.91118134	0.499823318	3.780528063	9.944773167	0	292.8121855	2.695485476	5.499282758
TCGA-C8-A137	0	0	7.656084051	2.515944457	2.664215255	1.404128724	0	71.14523086	1.512014222	7.234526272
TCGA-C8-A138	0.032565383	0.267216639	15.73707111	17.24626298	4.566653739	19.8665428	0.022261627	154.6523341	2.44420068	125.5279773
TCGA-C8-A8HQ	0.32489397	0.090884023	8.564699935	458.0823646	5.229674816	38.7169108	0.016657262	222.6771524	2.704753561	25.13250484
TCGA-C8-A26W	0.027712871	0.046513461	25.3934827	1.124586881	4.404539855	15.87100211	0	113.7429006	2.614885697	16.03722879
TCGA-D8-A27V	0.020572966	0.023019866	19.81981364	0.743775378	2.678257057	23.00601401	0.010547727	22.54142893	6.801997005	17.69926023
TCGA-C8-A12Z	0.300685052	0	30.96596606	15.20824258	3.076389818	19.89197054	0	1230.61292	4.409214304	13.22997093
TCGA-C8-A134	0.005496064	0	3.760835047	66.7197665	5.883749707	71.29599737	0.011271294	48.64431489	8.493335143	23.63758011
TCGA-C8-A132	0	0	16.81203568	69.7915382	3.979151424	6.926724337	0	397.9448878	2.604905716	22.22407154
TCGA-E9-A54Y	0.012074321	0.027020824	12.8138796	0.035634568	5.631907408	13.80625496	0	99.29085353	0.218449335	10.51666194
TCGA-C8-A12U	0.183009861	0.433644613	15.33670024	0.847233467	5.826762664	4.644020927	0.06623214	322.2111475	0.717356704	8.210595882
TCGA-C8-A12W	0.010447347	0	32.34270387	30.16488446	6.440792799	10.05899835	0	512.026769	1.832126084	34.55767722
TCGA-C8-A12Q	0.144028894	0.016115935	52.69843053	17.03105852	4.011733738	8.828604277	0	619.6646749	3.200464746	20.34965034
TCGA-C8-A12O	0	0	56.59541825	8.827181105	2.993949961	14.75782895	0.032714021	711.6676883	4.47476645	20.12317836
TCGA-C8-A12X	0.036205066	0	22.16650083	3.045250396	4.117361861	34.44762165	0	178.1222821	0.645296159	11.10055027
TCGA-C8-A12V	0	0	7.066101576	5.04666856	11.02871435	59.62502733	0.042853639	24.08880799	2.139186391	56.58539671
TCGA-BH-A0HU	0	0	24.91529707	0.824399002	6.856423049	18.18004284	0	299.8585036	3.376057266	8.960554474
TCGA-C8-A135	0	0	11.33026542	3.356482356	2.56234332	17.83071547	0.020519388	257.9500055	3.197451347	18.6200729
TCGA-E2-A15H	0	0	23.93545388	6.130564081	8.088907804	9.506147394	0	236.6365987	4.260473109	12.61986545
TCGA-C8-A1HN	0.013499211	0	15.69289794	3.698461842	2.195993807	17.14133294	0	111.320428	1.611666586	11.86583864
TCGA-C8-A3M8	0.126328782	0.127218627	19.03408552	0.6710944	3.208165816	34.24105422	0	55.41897822	4.895824707	12.37133137
TCGA-D8-A1XU	0	0.012743942	4.718775838	0.420161933	3.910042579	22.15390062	0.02335715	98.82201342	2.299261968	7.783142915
TCGA-C8-A8HP	0.545205893	0.031284687	8.62091606	87.46626799	9.867589204	13.63255146	0.229354827	155.9362063	2.999987217	31.90117144
TCGA-A8-A06O	0.007599755	0	25.57770701	1.741979693	5.903677173	10.09702547	0.01558553	481.0328456	5.340532721	21.05785475
TCGA-A8-A06P	0.061705891	0.051783783	11.61705737	5.584727648	3.693369122	7.461598128	0	192.7521617	5.978471797	28.0963603
TCGA-A8-A086	0.007069399	0.063281732	36.10753433	2.663598756	3.03750218	12.74977334	0	131.4399215	3.212695774	19.87946663
TCGA-A8-A0A4	0.0627509	0.070214344	15.40903074	0.267503583	4.243292556	30.35864566	0.064344574	12.13768823	35.62684528	14.14251189
TCGA-D8-A27H	0	0	5.797834102	22.92978212	2.396823593	56.08566889	0	25.06388587	18.53641975	23.98977224
TCGA-D8-A27T	0	0	22.30562098	0.73159597	6.319154136	13.37225342	0	34.57292377	7.622348052	27.30219731
TCGA-S3-A6ZG	0.008420212	0	63.01650558	4.315670889	4.330686333	29.25600128	0	72.23359794	6.401254225	11.9642371
TCGA-LD-A74U	0	0.021620455	24.43014559	1.910348259	11.89981624	37.96759137	0.059439091	19.30645317	7.491748345	48.34461303
TCGA-D8-A140	0.071722289	0	27.56968566	0.181432945	5.751602699	46.93613595	0	71.29127078	2.787921396	18.99722496
TCGA-LD-A7W6	0.010242087	0	20.81063214	0.090681463	11.80528299	25.01939622	0.168035256	25.15017239	8.02846329	11.99855051
TCGA-D8-A1JT	0.014247296	0.382604049	15.86858793	2.431753003	3.904437887	21.50216372	0	863.9229219	1.871971382	9.0842237
TCGA-C8-A8HR	0.032955691	0.049167152	13.6654125	0.605180249	7.124638061	20.01900818	0.157699086	135.2363777	3.150410571	70.98134542
TCGA-A7-A3RF	0	0.016937962	12.48758386	3.484646002	5.164475323	2.85694525	0.093131904	134.2002161	0.793136221	16.75219739
TCGA-D8-A27G	0	0	11.35514643	1.199904205	3.290967429	24.48311115	0.030504727	29.39415169	4.68681345	15.30404498
TCGA-D8-A145	0.010486615	0	14.47534315	0.495181153	3.187667227	18.21104221	0	54.77220022	18.81089945	24.88195165
TCGA-D8-A27M	0	0	16.46003036	328.8318445	5.274040573	21.74083655	0.044592218	56.62629561	7.49131954	12.48213577
TCGA-C8-A131	0	0	7.510896756	249.245249	4.075279631	18.31485189	0.106705267	248.7023946	2.160448779	16.00049881
TCGA-GM-A5PV	0	0	5.788716693	0.388606494	5.659805947	20.09682506	0	164.091386	6.014618483	9.980895791
TCGA-BH-A0HP	0	0	8.499585835	0.386556826	6.2948352	45.84629054	0	19.77155994	5.306627704	18.66903829
TCGA-A1-A0SJ	0.05209011	0.097142642	10.6896444	6.285927778	1.866981716	4.963490757	0	149.7566188	8.517525037	20.76486862
TCGA-A7-A4SB	0	0	12.7678681	0.122032768	2.115479924	29.73827689	0	31.80286512	2.957807296	12.7408421
TCGA-E9-A5UO	0.041863175	0.023421141	30.70675335	0.957508555	1.677920921	31.09380627	0	64.64214819	8.044468105	5.491736784
TCGA-S3-AA15	0	0.033886316	10.20947997	68.16509465	10.53927979	28.29292712	0.15526746	18.94708949	6.618277273	72.58432951
TCGA-S3-AA11	0.012402902	0	14.25367155	0.573467362	7.609274576	15.97888733	0	18.14641204	2.48166483	6.791987107
TCGA-BH-A0DK	0	0.022369878	8.631229082	8.712624542	3.645396863	4.753782758	0.020499803	82.74601105	7.30557739	31.37232301
TCGA-S3-AA17	0.032323522	0.024112004	25.55655681	4.63197708	12.18403529	34.49599186	0.022096291	125.1185175	0.447766971	23.45311293
TCGA-EW-A1PD	0	0	24.31401471	6.953766962	4.661358777	16.8096614	0.034189181	85.4567721	6.099517003	21.53918383
TCGA-D8-A142	0	0	15.86317328	27.92440209	3.968043576	19.59312175	0.025244048	90.51968554	5.949022762	25.38591539
TCGA-A8-A09X	0.009380587	0	15.5488691	22.20307746	12.18388602	8.227431825	0.038475296	141.2256818	1.135908508	24.4469166
TCGA-D8-A1JH	0.006218818	0	11.9107128	4.196812161	4.525176038	12.73487239	0.012753513	91.20193744	3.56359845	26.00609969
TCGA-A8-A07I	0.010702426	0	27.79618872	46.87323781	5.513626615	7.75278318	0	313.1580795	7.747074885	23.76964688
TCGA-E2-A15S	0.013862861	0	25.40116594	0.975093929	2.474442677	2.41372716	0	141.1929818	0.818229126	7.216134633
TCGA-D8-A1J8	0.006886645	0	9.306845886	359.0091761	7.178099048	13.61029131	0.014123088	74.19129	2.610297498	23.0422261
TCGA-D8-A143	0	0	24.59996341	13.68071703	2.806448664	14.87910151	0	87.04283634	1.860472181	20.66405246
TCGA-A1-A0SG	0.070634416	0.019758877	10.20676462	2.015124604	3.050041781	3.309807278	0.018107077	145.566358	2.309116698	17.67011242
TCGA-BH-A0E2	0	0	7.307664998	42.392767	2.236565312	10.43452731	0	77.85855702	3.018568095	14.61051825
TCGA-A1-A0SD	0.033219791	0.037170875	24.10693442	5.261509016	3.096146084	14.85940297	0	105.1277119	6.640912268	15.56925713
TCGA-E9-A5UP	0	0.117191577	11.80444251	21.33821863	6.246442928	27.55789605	0.042957844	66.1923732	2.742865675	16.10386609
TCGA-C8-A27B	0	0	5.113657586	18.5293214	10.15384389	67.31348355	0.130895502	201.8634203	5.348470783	22.66060765
TCGA-EW-A1PF	0	0	10.91953848	21.43273938	3.249975022	4.432992733	0.033964189	233.4064734	5.562463932	18.176455
TCGA-D8-A27I	0	0	24.11543209	0.075692104	7.08141585	34.49608885	0.014344728	25.42275281	11.42323086	44.0869204
TCGA-A7-A4SD	0	0.055560609	4.005348628	34.07162671	10.23236921	30.23549471	0	82.01258766	4.542930969	53.60682574
TCGA-AC-A2QJ	0	0	2.557504113	8.6773153	8.616229537	16.29764093	0.01894159	5.331216744	0.059561224	571.955389
TCGA-D8-A1JU	0.03013358	0	16.79912879	0.40760638	4.328705692	18.99970191	0	28.84819606	13.65105478	47.83835651
TCGA-LL-A5YN	0.023516191	0	10.52063519	0.381714334	15.18643241	37.50757568	0	46.33508434	1.122615007	28.79561749
TCGA-E9-A5FK	0	0	16.83705964	0.275911131	6.820391682	24.42398999	0.023007193	7.274297654	2.397445601	32.01802629
TCGA-D8-A1XG	0.018627683	0	17.89625522	1.594283846	2.807281873	8.308065414	0	60.26728475	6.626813411	7.650567684
TCGA-A7-A56D	0.063356836	0	3.508692867	2.268727879	6.668828976	13.94560624	0	34.74267668	0.519787232	32.19194475
TCGA-LL-A5YP	0	0	5.242762306	76.65202605	4.657057278	16.1849712	0.089986266	56.38737984	5.234740407	40.32649003
TCGA-E2-A158	0.056127818	0.017943865	4.457070237	1.585490776	1.138115277	7.490995239	0.08221898	72.25728108	2.184620384	63.18494631
TCGA-A7-A4SA	0	0.030415567	24.91556189	0.133704982	7.147155127	22.41053273	0	24.01635219	10.48336533	23.91424892
TCGA-S3-AA14	0	0	22.4771309	0.39071973	4.042411472	5.493644561	0.026274718	1268.727248	4.158540615	13.47502179
TCGA-A8-A09V	0.013861145	0	13.65650011	0.327263736	6.115709485	10.04994789	0.014213174	14.01008863	13.55187163	6.343069268
TCGA-A8-A084	0	0	11.87210688	18.99467301	5.257567079	3.533679476	0	89.78595862	5.318558992	10.35272072
TCGA-BH-A0H0	0.095269316	0	27.60137934	0.033472069	3.339911449	28.52020035	0	20.66496391	5.053833856	7.681319574
TCGA-D8-A1XV	0.010865843	0	10.72306317	0.577224494	2.935949474	2.809616449	0	77.70490132	1.664164342	2.386739611
TCGA-EW-A6S9	0.053422547	3.208005443	22.27836577	14.19854693	2.112683189	11.79481368	2.209432175	134.9705706	2.764003282	16.41342057
